CPU Load (%),CPU Cores,Memory RAM Usage (%),Memory Swap Usage (%),Disk Usage (%),downgrade
80.92,6,32.86,66.79,21.18,1
71.91,7,27.25,88.38,81.44,1
18.02,6,73.5,46.4,83.88,1
71.42,1,86.74,9.22,40.03,1
24.56,2,79.8,95.76,54.5,1
86.52,7,90.91,37.92,88.2,1
47.91,1,49.48,14.02,76.51,0
16.89,2,14.22,79.64,32.41,1
36.46,4,12.43,5.63,99.25,1
55.79,6,40.29,83.23,13.27,1
24.94,6,10.75,56.72,94.91,1
2.17,2,67.99,77.83,82.62,1
32.23,4,26.19,75.92,80.42,1
71.43,5,13.84,16.76,4.92,1
96.41,8,29.44,13.98,21.76,1
21.5,8,18.83,94.81,23.72,1
64.62,6,82.02,76.98,50.15,1
73.74,6,9.69,20.07,6.76,1
12.28,1,52.36,88.62,79.07,1
12.95,5,38.53,34.85,76.0,1
16.3,4,3.43,20.16,39.83,0
10.7,1,85.91,71.85,13.07,1
32.37,8,65.71,95.51,63.8,1
21.65,1,15.11,67.29,14.4,1
35.69,7,12.22,99.07,19.93,1
34.89,5,23.32,36.83,38.73,0
9.82,7,80.86,38.37,24.17,1
72.89,5,57.74,72.68,13.73,1
33.39,3,6.91,15.41,12.93,0
85.9,4,36.27,88.28,77.1,1
7.65,2,5.45,30.67,0.86,0
13.9,7,79.81,8.06,86.43,1
67.58,4,30.68,19.5,5.29,0
21.55,7,8.49,36.36,31.0,0
82.44,2,3.17,39.26,84.07,1
72.27,5,99.03,13.15,28.48,1
58.83,8,24.17,93.76,32.36,1
11.01,2,71.07,77.06,76.46,1
93.27,4,29.55,60.63,90.43,1
50.67,4,90.92,80.95,73.95,1
76.12,8,89.19,94.95,92.03,1
2.62,5,24.83,53.55,6.27,1
29.32,7,16.52,81.95,13.99,1
63.25,2,41.09,30.99,56.65,1
67.3,2,62.1,59.17,74.31,1
79.47,3,76.67,63.9,33.89,1
66.75,6,52.39,19.18,68.24,1
38.93,5,68.73,32.24,0.14,1
21.55,3,16.59,36.81,71.6,0
67.03,6,10.77,29.23,60.56,0
44.82,1,94.71,41.51,8.35,1
24.41,4,35.07,56.94,38.4,1
87.16,4,47.28,92.95,82.47,1
35.04,6,32.9,10.52,26.94,0
78.71,1,55.25,7.65,96.66,1
46.47,8,30.66,17.4,60.14,0
90.33,4,11.36,99.67,40.22,1
93.69,4,72.48,43.37,20.09,1
96.86,5,98.48,15.82,34.97,1
64.05,8,31.0,24.12,45.85,0
4.83,4,90.7,75.55,46.7,1
86.71,3,12.9,14.5,42.12,1
3.15,1,40.92,64.81,70.43,1
6.22,3,41.47,24.36,63.14,0
17.81,7,30.25,39.91,9.76,1
82.88,5,37.52,61.55,57.48,1
21.1,1,71.46,80.64,41.54,1
51.41,4,54.61,37.12,10.63,1
20.19,5,64.37,97.44,93.26,1
69.69,4,46.14,66.6,14.72,1
79.17,2,69.29,54.12,22.73,1
35.29,1,42.89,66.68,54.54,1
33.2,2,94.01,85.58,19.87,1
12.82,2,28.61,79.2,1.3,1
42.89,2,87.04,79.6,26.05,1
36.23,5,44.26,61.2,29.34,1
72.19,6,19.4,98.03,14.0,1
7.92,2,64.98,6.09,33.35,1
28.32,5,18.68,72.66,91.29,1
93.82,1,60.22,1.51,66.58,1
88.51,7,46.33,79.45,68.07,1
63.91,4,73.71,8.44,58.75,1
17.12,8,87.72,57.01,15.52,1
58.09,5,47.02,80.47,51.47,1
78.32,2,8.01,84.84,61.48,1
96.53,8,55.28,57.19,80.57,1
99.56,3,39.72,86.21,95.04,1
0.53,2,74.39,33.77,35.87,1
82.93,5,76.21,76.73,87.07,1
70.17,7,15.9,16.89,74.04,1
78.99,5,4.29,35.9,5.19,1
59.61,1,16.63,64.66,22.24,1
9.55,4,5.81,2.93,47.15,0
0.82,6,87.1,18.43,89.67,1
16.06,1,52.82,49.41,20.16,1
38.2,3,82.39,29.68,18.15,1
74.88,5,52.18,45.82,10.81,1
19.38,4,68.8,19.4,69.16,1
55.1,3,29.21,87.79,59.93,1
31.68,8,29.96,57.69,74.39,1
17.71,1,52.01,83.51,22.86,1
26.26,7,66.29,15.32,72.08,1
6.41,5,23.06,89.61,54.62,1
49.57,7,90.26,8.8,0.53,1
75.29,1,61.37,53.84,36.07,1
38.74,4,77.03,52.11,1.89,1
54.97,8,86.34,6.68,11.54,1
22.43,8,0.77,34.42,67.53,0
56.39,6,71.76,27.73,87.32,1
62.84,5,78.94,54.55,33.1,1
18.34,5,71.61,34.58,21.67,1
7.95,1,10.49,31.49,91.43,1
60.64,1,48.4,25.39,1.03,1
45.25,1,83.05,69.97,63.05,1
45.82,3,37.55,35.01,18.37,1
60.91,1,30.04,81.21,62.26,1
56.76,3,10.77,13.87,10.91,0
44.38,3,71.99,41.25,79.09,1
13.22,6,94.32,71.58,85.62,1
83.33,2,53.96,80.14,0.53,1
17.71,1,65.63,8.3,28.54,1
51.08,3,8.8,96.47,93.27,1
27.67,4,44.57,85.71,21.52,1
62.88,5,63.74,22.45,53.46,1
68.45,1,4.19,30.81,32.41,0
72.2,7,29.14,84.82,46.8,1
3.91,6,59.05,1.78,44.34,0
31.53,1,11.52,61.06,47.19,1
2.97,3,28.28,34.22,72.54,0
6.79,4,99.62,5.61,14.64,1
17.17,8,94.89,43.1,31.56,1
0.43,3,58.92,52.03,63.74,1
8.67,7,13.51,7.16,40.54,0
4.23,6,86.9,2.65,80.89,1
34.83,7,11.03,73.25,83.15,1
58.15,6,25.06,99.99,22.01,1
96.35,4,93.58,53.43,82.97,1
0.78,1,59.1,19.51,38.1,1
39.07,7,6.87,88.93,42.46,1
34.81,1,16.09,64.16,54.95,1
33.12,7,62.77,24.43,22.59,1
83.68,7,80.34,11.37,31.44,1
52.8,1,7.64,76.0,38.55,1
91.66,1,71.07,15.04,31.75,1
2.18,7,54.19,81.54,29.26,1
32.36,7,86.49,45.33,39.3,1
80.46,2,71.04,48.79,5.86,1
34.34,5,1.98,44.3,15.01,0
12.48,7,87.48,72.8,64.93,1
38.25,3,4.28,61.9,58.58,1
22.62,5,20.62,77.04,26.0,1
79.76,1,46.29,41.0,81.66,1
41.92,4,51.32,92.21,97.57,1
47.01,3,63.38,40.3,87.45,1
14.01,3,11.8,82.13,62.79,1
4.73,4,10.63,59.17,35.57,1
97.47,4,60.7,1.56,14.7,1
66.93,3,13.51,66.67,81.56,1
32.09,4,5.82,10.67,5.32,0
53.4,2,44.2,77.87,8.61,1
23.29,7,56.65,60.32,5.43,1
81.38,3,39.69,12.71,10.36,1
90.73,7,67.58,6.1,62.93,1
73.99,8,26.42,39.48,36.45,1
52.08,2,11.54,1.06,94.78,1
90.82,8,32.56,41.73,38.93,1
42.37,3,19.22,60.57,42.88,1
6.79,2,34.14,3.4,16.22,0
70.0,1,85.22,89.84,55.08,1
96.26,5,38.56,43.27,66.76,1
51.37,6,15.05,65.11,43.52,1
86.01,2,32.32,91.11,24.92,1
51.96,3,90.57,81.39,90.74,1
22.56,6,98.28,32.54,39.61,1
80.31,2,7.05,20.52,52.22,1
5.4,3,34.84,23.37,4.75,0
5.06,2,7.57,87.14,50.56,1
66.17,7,35.63,98.05,73.0,1
3.63,7,66.67,57.98,51.97,1
78.59,4,33.9,53.44,0.22,1
74.16,1,96.94,83.32,48.03,1
41.05,2,89.3,95.15,71.1,1
16.76,4,60.89,96.04,82.18,1
99.48,3,62.02,2.77,13.77,1
70.13,1,95.12,60.93,5.66,1
43.27,1,56.19,90.58,78.9,1
55.02,4,30.06,74.79,50.49,1
58.88,7,13.89,95.42,61.21,1
99.18,4,78.38,29.27,44.11,1
46.23,3,57.32,37.21,43.0,1
94.22,5,82.55,42.21,95.37,1
88.71,3,94.75,87.45,37.03,1
27.74,5,22.01,37.27,42.52,0
5.28,2,42.18,41.53,86.04,1
47.72,8,67.62,67.07,19.72,1
49.48,5,81.06,91.15,34.41,1
83.08,7,3.44,71.96,37.42,1
69.05,6,8.58,18.86,28.77,0
8.32,7,47.93,93.59,2.57,1
6.77,7,41.62,34.38,64.3,1
1.83,5,72.26,17.37,85.75,1
83.29,6,33.05,74.35,74.67,1
84.34,6,91.68,37.46,22.1,1
11.9,6,2.17,25.11,35.87,0
59.2,5,54.22,13.31,82.77,1
6.33,7,82.85,49.13,32.47,1
57.27,4,50.73,38.7,27.92,1
3.42,7,33.12,97.88,67.85,1
91.57,7,72.41,90.2,88.09,1
15.59,3,8.57,12.34,31.11,0
3.01,1,67.02,6.09,60.99,1
61.54,4,38.02,21.85,27.2,0
29.38,5,1.44,54.65,46.25,1
37.25,2,64.42,26.61,56.59,1
54.85,1,67.84,94.2,96.17,1
40.54,6,38.26,78.47,75.45,1
26.79,1,44.19,31.59,35.57,1
17.8,5,63.91,46.38,68.28,1
59.58,1,98.77,61.41,70.92,1
29.2,1,18.05,14.01,23.12,0
93.33,2,1.24,24.44,17.79,1
23.36,5,8.87,85.61,69.69,1
4.67,4,41.11,17.62,0.1,0
37.85,4,78.02,21.17,19.52,1
70.56,8,13.05,83.05,76.01,1
55.28,3,59.18,94.63,12.96,1
12.91,3,77.17,42.13,23.75,1
46.19,4,24.53,12.86,83.91,1
43.83,7,43.35,25.67,81.34,1
7.62,1,77.3,38.91,29.13,1
85.62,5,35.06,89.89,62.74,1
67.57,1,72.94,72.48,96.48,1
62.55,4,70.12,37.83,55.9,1
41.4,7,3.07,6.74,97.51,1
19.82,3,86.24,4.62,50.46,1
86.93,8,44.26,71.5,39.88,1
47.41,1,67.57,86.0,10.6,1
83.98,8,85.87,15.94,60.14,1
6.51,1,36.75,47.25,42.88,1
61.1,2,43.16,91.75,83.48,1
31.83,7,97.79,23.42,6.05,1
20.95,4,47.05,2.09,68.9,0
19.67,1,88.35,88.88,77.1,1
67.52,5,69.23,40.41,29.15,1
72.95,5,59.36,12.76,80.67,1
96.1,3,24.18,49.86,76.24,1
85.12,1,68.72,30.78,23.39,1
6.5,4,20.41,7.18,82.35,1
59.96,7,10.1,48.35,51.74,0
82.95,8,35.45,14.42,86.71,1
43.86,8,87.2,5.25,41.96,1
11.53,4,71.39,60.51,98.13,1
98.97,8,25.32,23.78,73.83,1
30.05,3,44.33,86.91,36.1,1
31.24,4,11.53,81.06,86.76,1
35.84,6,69.57,56.9,76.43,1
94.65,5,95.22,71.99,84.18,1
49.92,3,60.29,66.62,75.92,1
0.11,7,82.86,24.08,3.88,1
24.29,4,44.52,4.0,7.75,0
95.91,4,98.36,52.13,20.06,1
48.17,3,18.02,37.39,41.43,0
32.09,7,42.38,27.82,25.26,1
85.76,2,82.44,35.23,12.16,1
46.19,8,93.13,78.18,89.5,1
37.95,5,6.53,16.19,57.53,0
10.42,5,64.12,33.11,10.44,1
76.14,7,3.54,69.71,22.32,1
0.44,5,82.71,7.54,50.32,1
54.59,2,66.66,71.9,88.2,1
58.79,5,96.89,41.68,48.69,1
9.19,2,14.59,75.77,79.18,1
52.11,2,13.76,6.88,38.86,0
63.76,5,70.25,32.87,4.22,1
55.61,6,37.81,98.01,53.74,1
76.57,7,95.52,75.65,13.17,1
12.74,4,39.12,31.47,48.25,1
39.86,5,67.28,43.05,78.75,1
33.8,8,67.02,13.12,69.24,1
9.41,3,16.92,65.15,83.75,1
85.03,7,30.79,79.45,7.29,1
5.96,4,3.03,59.08,7.99,1
43.34,8,32.0,42.35,85.35,1
13.47,7,20.31,67.94,8.85,1
63.96,1,73.64,75.77,71.21,1
60.68,3,16.94,23.59,28.6,0
6.75,1,58.46,41.93,74.44,1
94.37,7,56.32,94.06,20.67,1
3.61,3,27.76,95.96,38.11,1
54.86,8,95.41,34.83,92.98,1
11.27,4,46.2,20.49,5.66,0
38.58,8,75.38,96.55,83.21,1
19.65,5,3.38,39.49,79.59,0
97.66,8,90.45,70.5,63.15,1
66.42,5,82.99,61.76,75.29,1
69.29,3,19.25,48.25,6.16,0
48.98,4,15.32,22.23,74.84,0
56.79,4,94.31,70.4,98.17,1
14.51,6,60.06,57.73,58.41,1
49.36,7,62.6,22.46,36.92,1
95.72,5,52.28,20.17,99.11,1
71.29,4,98.48,72.64,90.42,1
60.42,4,91.31,69.1,77.02,1
20.22,5,18.63,54.93,0.3,1
84.98,1,60.86,93.97,89.78,1
49.06,7,57.78,17.4,8.16,1
99.73,1,80.98,15.37,24.11,1
78.32,2,98.62,40.02,71.88,1
59.3,7,92.13,14.81,95.97,1
50.35,5,33.78,94.35,99.14,1
60.9,1,64.13,2.0,93.26,1
34.96,7,69.53,81.74,35.01,1
83.22,7,26.86,8.98,19.56,1
70.64,8,86.08,89.3,40.1,1
39.45,6,89.55,65.81,60.22,1
80.89,1,29.71,44.33,46.83,1
95.91,5,38.42,79.91,86.53,1
21.16,7,35.73,2.92,73.38,0
50.05,5,9.93,12.13,74.54,0
54.49,4,5.81,48.17,67.92,0
74.53,6,60.56,86.84,52.62,1
36.85,1,56.8,24.91,42.54,1
91.86,7,56.23,43.45,35.53,1
16.61,3,52.41,38.33,45.33,1
9.92,7,44.53,72.12,52.29,1
45.86,3,64.63,89.72,32.95,1
91.24,8,39.18,46.82,24.68,1
87.98,5,63.95,36.94,85.74,1
50.46,3,72.2,38.8,88.52,1
13.17,1,82.11,24.23,18.19,1
27.72,2,69.06,76.29,67.92,1
70.45,1,73.29,88.48,97.18,1
22.16,6,18.62,69.21,91.74,1
92.36,3,57.34,45.72,81.86,1
21.2,8,95.21,29.79,48.5,1
52.15,5,30.55,88.29,86.93,1
43.93,8,46.07,8.86,0.24,0
44.6,2,90.57,79.38,83.25,1
12.27,8,63.59,20.32,27.25,1
92.72,1,35.45,5.95,17.05,1
62.92,8,77.85,72.02,51.62,1
74.61,7,27.05,83.09,7.24,1
82.09,4,94.86,2.97,5.98,1
92.08,5,47.91,55.21,20.9,1
30.31,5,2.99,2.41,71.65,0
61.08,6,19.51,33.8,37.36,0
99.33,2,66.91,17.55,88.0,1
62.02,3,8.24,45.73,20.6,0
90.37,8,38.99,70.97,65.1,1
73.1,2,53.38,53.87,42.88,1
63.87,7,46.88,19.43,9.61,0
3.71,3,16.43,29.75,68.22,0
18.77,2,59.92,3.98,77.71,0
87.88,8,74.73,78.27,26.82,1
67.69,3,4.31,58.22,5.33,1
83.12,1,68.97,45.1,84.53,1
46.32,2,11.47,28.51,4.89,0
63.28,4,28.18,72.71,36.98,1
33.2,1,79.62,8.68,47.85,1
31.53,7,68.83,92.81,33.3,1
22.88,6,55.7,74.83,1.91,1
61.2,7,14.02,47.25,1.91,0
28.54,6,27.1,52.69,19.4,1
33.63,1,77.81,75.27,25.93,1
63.27,7,46.46,34.41,73.94,1
58.76,7,24.47,74.58,3.55,1
62.86,6,52.71,76.87,95.33,1
54.31,3,65.19,4.9,36.63,1
68.43,8,66.38,3.65,4.79,1
69.92,5,54.53,71.14,90.86,1
64.96,5,69.87,39.75,73.58,1
65.55,8,64.71,99.54,61.86,1
92.09,1,76.25,9.57,39.76,1
51.79,5,14.92,96.33,99.25,1
99.28,1,27.87,47.94,71.37,1
26.67,6,54.45,67.93,98.36,1
58.3,6,89.66,28.58,68.38,1
31.42,4,47.86,93.65,58.28,1
43.66,7,64.45,1.84,0.39,0
79.03,1,82.04,76.75,16.84,1
78.0,6,4.72,91.58,77.06,1
91.55,2,50.25,48.81,0.21,1
40.05,6,57.02,91.7,70.25,1
57.19,6,77.26,39.71,79.23,1
50.29,7,22.29,59.46,88.0,1
4.25,6,91.05,64.57,53.65,1
32.01,3,1.41,90.59,92.09,1
1.33,7,36.7,75.85,5.65,1
56.08,8,71.24,9.84,63.59,1
71.15,7,71.74,50.85,18.16,1
41.59,7,14.47,91.46,72.85,1
49.5,5,6.24,86.8,40.37,1
76.04,7,64.38,57.57,33.52,1
21.93,2,61.77,86.33,86.37,1
55.71,3,10.29,60.62,13.27,1
62.06,6,60.09,71.35,62.35,1
69.49,6,38.59,90.27,81.05,1
31.62,5,81.16,60.83,26.19,1
73.35,6,18.72,54.03,39.68,1
53.45,4,36.92,48.76,68.33,1
2.65,6,43.31,40.74,33.57,1
83.26,7,3.05,46.25,39.96,1
58.1,4,13.15,17.51,8.32,0
76.54,7,57.67,81.59,47.81,1
44.64,2,4.95,10.77,48.83,0
39.06,8,88.98,74.94,21.86,1
6.86,6,41.38,24.76,1.96,0
77.71,6,76.87,65.14,32.28,1
75.99,3,99.12,93.34,53.24,1
34.08,1,5.84,55.67,78.03,1
54.63,7,56.61,48.32,50.45,1
28.65,5,78.4,22.21,20.28,1
7.83,5,69.77,13.99,50.35,1
80.6,7,83.11,79.41,40.55,1
29.18,6,22.38,13.1,92.7,1
58.47,3,10.74,83.14,97.84,1
45.28,1,26.24,80.18,86.43,1
8.94,2,72.07,58.03,84.36,1
96.37,3,0.83,41.49,81.33,1
75.44,1,62.15,99.07,59.44,1
54.13,5,63.2,84.58,86.43,1
37.23,8,23.76,83.04,16.56,1
80.19,4,73.18,2.95,4.38,1
31.22,7,46.05,56.92,90.94,1
38.59,5,68.31,85.27,75.66,1
57.28,6,86.96,58.8,44.69,1
38.18,8,65.8,89.3,87.91,1
14.83,3,13.7,12.01,70.13,0
90.22,5,41.7,90.42,57.15,1
31.78,5,96.76,95.0,3.81,1
58.15,4,4.92,81.24,91.77,1
45.57,5,54.22,54.81,43.68,1
85.99,4,67.78,75.21,12.53,1
31.12,3,75.26,3.52,35.25,1
60.76,7,26.67,10.78,77.0,0
67.91,8,51.95,1.18,83.28,1
92.43,8,26.33,89.52,28.49,1
6.71,1,72.77,80.29,26.81,1
17.11,4,20.85,54.79,39.6,1
28.32,6,89.44,88.31,55.78,1
40.36,5,97.06,99.65,20.01,1
79.32,4,49.37,68.95,98.36,1
1.75,7,25.48,41.1,46.0,0
89.16,6,88.66,39.04,41.5,1
18.03,2,98.86,91.01,68.63,1
48.39,8,77.24,71.57,35.95,1
98.95,8,48.17,30.29,22.7,1
75.31,5,41.83,54.61,30.3,1
34.98,6,28.05,64.5,42.28,1
20.61,7,83.11,87.92,12.84,1
5.43,8,34.21,57.52,43.57,1
77.89,1,5.68,78.41,42.67,1
10.16,3,52.25,44.53,87.96,1
39.18,3,84.72,84.29,31.35,1
24.32,3,82.49,43.14,47.71,1
33.18,3,59.05,93.44,73.53,1
72.42,5,59.67,97.96,64.9,1
76.7,7,54.86,43.21,16.42,1
59.9,1,16.93,24.35,18.11,0
55.97,4,2.35,45.75,54.11,0
7.41,4,48.93,25.28,10.73,1
15.44,4,78.75,98.82,39.57,1
66.87,3,40.7,60.29,46.87,1
87.51,4,98.12,31.19,98.05,1
83.71,7,20.41,48.74,6.06,1
95.92,6,23.11,51.54,17.57,1
99.87,6,90.23,39.02,25.68,1
61.84,8,68.05,7.99,24.13,1
55.76,3,20.86,65.46,52.78,1
38.02,2,37.57,77.63,12.74,1
26.17,2,71.96,40.61,64.07,1
51.42,4,40.29,47.29,66.68,1
75.47,4,37.47,28.37,67.26,1
68.03,6,79.22,39.78,76.87,1
40.66,2,86.37,72.68,3.8,1
87.44,2,23.9,66.09,5.15,1
1.17,3,40.99,95.54,87.82,1
26.93,4,1.33,81.96,82.67,1
14.37,8,66.07,70.99,79.86,1
30.34,3,5.37,21.75,9.13,0
70.45,3,34.08,51.56,68.02,1
9.49,4,60.92,78.38,86.71,1
90.98,5,36.73,64.09,18.71,1
69.56,7,81.9,11.73,44.01,1
10.41,4,41.05,80.23,19.73,1
61.13,3,33.66,37.56,35.47,1
43.63,7,56.68,66.82,87.35,1
10.45,6,50.82,62.02,60.91,1
35.22,5,23.52,96.73,85.11,1
81.19,8,35.91,97.51,97.83,1
15.46,2,24.85,60.52,77.37,1
70.09,4,26.39,18.85,79.12,1
18.32,6,95.34,2.21,80.79,1
40.2,7,42.96,73.93,78.58,1
20.92,2,27.37,67.31,28.2,1
21.05,7,38.63,38.39,54.55,1
62.87,2,68.86,68.82,88.33,1
63.97,8,75.09,43.79,99.97,1
91.53,8,49.74,68.75,75.12,1
9.38,8,41.65,82.01,80.05,1
51.53,3,89.08,74.39,84.59,1
77.57,5,48.11,49.21,30.04,1
22.04,7,23.76,63.1,37.07,1
11.91,4,13.19,74.93,44.25,1
35.68,3,9.84,75.17,93.75,1
16.93,4,16.27,68.93,82.26,1
16.97,5,53.95,18.91,61.99,1
14.86,8,92.36,16.15,51.74,1
31.02,6,45.85,14.91,74.12,0
24.16,3,89.57,27.55,31.51,1
4.16,2,48.71,85.1,68.38,1
69.72,5,46.05,87.98,81.48,1
22.51,2,0.09,67.45,67.3,1
68.55,4,42.7,67.81,31.4,1
59.16,4,48.78,75.29,89.83,1
49.85,3,5.59,50.04,58.24,1
46.15,2,86.15,63.45,49.71,1
78.06,3,63.16,7.68,51.34,1
17.15,7,14.07,30.29,65.59,0
78.36,7,32.08,79.36,49.25,1
10.6,6,83.93,51.64,49.66,1
25.64,4,31.89,78.28,6.13,1
66.32,1,24.19,50.56,35.61,1
61.69,8,84.46,89.13,98.15,1
96.42,7,87.38,95.2,44.52,1
49.19,5,22.43,73.75,66.84,1
31.9,8,7.6,20.99,51.73,0
60.77,4,91.29,73.12,20.61,1
37.7,7,91.59,85.49,84.9,1
22.88,4,19.39,35.91,99.95,1
27.94,4,64.86,22.01,23.18,1
63.62,3,80.06,91.99,83.61,1
47.29,1,30.96,20.29,54.44,0
89.57,3,10.44,31.25,87.74,1
53.93,2,6.28,37.5,50.94,0
7.34,8,83.18,1.96,79.36,1
38.21,7,31.66,92.9,44.59,1
79.41,2,15.61,83.26,14.5,1
91.87,4,38.42,36.81,60.59,1
1.99,4,83.6,30.89,44.33,1
48.74,3,43.8,68.16,77.95,1
80.88,5,74.56,99.98,27.25,1
0.83,5,8.61,80.16,29.83,1
73.33,8,90.15,52.24,17.14,1
94.93,4,41.9,15.37,93.42,1
88.34,2,98.39,48.34,45.87,1
97.86,4,15.47,12.15,51.57,1
64.44,2,60.81,14.05,12.15,1
27.91,7,14.68,95.64,94.45,1
28.6,5,5.72,66.05,93.29,1
96.61,4,25.83,25.88,42.54,1
53.86,4,71.24,20.75,12.76,1
43.75,2,72.26,30.79,53.16,1
96.02,6,91.78,50.94,2.64,1
91.84,3,53.01,41.5,97.86,1
42.9,6,53.27,14.24,21.93,0
12.24,3,84.42,92.91,40.08,1
12.9,1,15.52,80.77,32.44,1
81.47,5,7.4,47.84,9.54,1
25.85,6,96.2,34.78,5.53,1
88.82,1,2.37,97.4,36.94,1
30.07,3,4.07,44.38,17.64,0
43.12,8,53.71,24.2,75.9,1
57.82,3,53.46,88.24,21.54,1
77.77,2,98.44,68.63,88.03,1
82.07,3,37.3,47.0,59.4,1
28.77,2,47.25,9.76,93.63,1
87.33,7,18.7,60.84,12.94,1
0.39,7,84.68,57.24,36.18,1
31.76,1,86.07,36.41,79.26,1
28.54,4,1.93,38.73,88.49,1
58.45,4,42.96,35.37,15.99,1
33.06,3,37.23,38.36,56.35,1
75.39,6,17.24,29.61,27.56,1
20.25,2,28.6,5.98,48.44,0
40.05,1,56.59,54.31,98.17,1
86.46,4,3.66,66.54,88.74,1
2.59,8,41.32,6.87,63.3,0
40.46,2,48.43,6.49,22.73,0
25.1,3,19.43,24.02,18.21,0
75.95,1,23.02,48.89,7.26,1
47.19,5,34.98,75.81,13.24,1
69.52,7,12.98,57.19,49.58,1
75.58,5,72.75,92.17,36.83,1
32.74,7,55.42,44.27,60.8,1
33.11,4,55.25,3.17,51.67,0
17.11,5,61.52,88.72,91.62,1
70.14,1,6.91,88.59,43.41,1
80.55,5,56.98,1.68,82.89,1
2.66,1,48.73,39.43,12.96,1
99.67,4,52.45,83.14,89.89,1
3.01,3,64.71,31.28,44.83,1
40.55,4,3.91,56.52,8.09,1
33.67,5,81.66,45.8,76.11,1
24.53,3,87.93,30.88,3.7,1
49.39,7,5.12,30.87,30.55,0
80.84,4,26.8,30.52,32.91,1
95.76,3,96.37,2.17,95.88,1
20.12,2,13.18,59.74,33.27,1
4.74,3,6.52,48.85,81.7,1
2.41,6,16.09,79.14,26.99,1
54.16,2,52.41,52.88,98.88,1
16.6,7,88.03,80.32,45.05,1
7.64,7,46.39,49.63,23.0,1
98.59,4,17.24,56.24,23.05,1
2.95,1,46.05,62.37,70.15,1
90.85,2,81.85,8.58,67.28,1
77.8,7,97.64,80.65,23.48,1
57.84,3,81.48,57.29,53.28,1
74.33,3,10.12,99.54,4.22,1
96.01,4,87.63,73.13,28.32,1
27.65,1,49.54,67.44,54.59,1
33.15,7,70.64,83.75,44.31,1
98.32,3,0.35,54.9,65.61,1
61.48,1,12.75,63.36,28.27,1
87.04,4,38.92,87.84,94.79,1
47.93,2,75.54,64.8,40.65,1
93.43,7,21.36,15.38,52.94,1
33.59,2,15.51,50.18,51.97,1
6.35,1,87.27,68.3,16.12,1
28.03,2,31.32,59.2,56.2,1
91.59,2,4.83,64.26,88.18,1
53.88,6,75.65,39.66,64.26,1
11.76,6,83.46,3.09,95.83,1
1.47,5,5.39,99.32,57.87,1
97.2,1,94.5,12.78,82.16,1
53.97,5,16.76,21.39,52.75,0
48.64,7,34.41,39.51,27.87,1
66.87,6,6.78,11.48,86.83,1
91.78,2,40.97,92.01,88.44,1
68.26,1,75.24,64.73,43.23,1
2.07,8,68.94,5.94,73.1,1
12.92,7,11.5,38.09,35.69,0
5.09,1,69.87,67.4,39.78,1
69.48,7,3.71,74.3,70.28,1
27.11,7,48.15,13.74,53.66,0
78.75,4,50.92,14.61,46.25,1
51.79,5,92.66,36.45,34.64,1
35.21,7,12.82,34.32,6.08,0
55.14,6,95.69,85.66,38.89,1
0.47,6,40.11,31.25,50.14,1
96.25,2,91.8,27.37,10.2,1
93.04,8,86.84,52.27,48.08,1
12.54,8,24.17,26.89,25.0,0
63.4,4,95.9,1.32,64.82,1
90.88,5,78.95,18.28,47.98,1
42.07,4,49.22,42.36,53.7,1
98.05,4,1.76,69.94,77.41,1
70.41,6,1.94,13.03,81.71,1
59.98,8,34.84,87.42,62.58,1
65.82,7,66.78,65.71,92.49,1
31.41,2,73.27,37.48,91.01,1
53.03,2,14.36,56.44,4.13,1
64.65,6,39.07,87.77,8.31,1
82.29,3,18.87,66.77,9.28,1
99.55,4,5.91,82.96,47.46,1
48.33,3,35.62,24.39,96.82,1
23.9,5,41.5,41.07,6.43,1
67.26,6,62.14,1.32,54.25,0
17.39,1,89.38,80.04,38.72,1
33.04,2,2.53,46.88,8.67,0
26.76,1,64.52,15.54,49.13,1
99.1,4,8.99,87.56,65.35,1
51.14,3,43.99,36.62,60.59,1
45.75,7,33.69,98.2,9.9,1
54.35,3,82.42,33.1,63.5,1
51.09,5,96.21,26.82,26.51,1
90.39,5,13.25,13.01,1.49,1
67.53,3,57.5,70.15,33.79,1
59.34,3,46.47,49.58,76.02,1
29.73,3,91.64,47.38,68.26,1
12.28,4,18.58,77.4,97.08,1
98.32,3,56.38,59.63,13.28,1
98.3,1,46.73,0.02,91.31,1
33.3,2,7.05,63.52,95.85,1
26.9,2,55.25,83.12,5.95,1
15.67,6,91.25,94.63,79.03,1
78.48,8,53.07,81.71,0.94,1
17.29,4,59.12,7.11,31.74,0
18.46,6,33.85,62.79,40.89,1
57.13,3,52.8,11.73,79.89,0
84.82,6,68.17,81.68,89.11,1
3.84,5,99.21,13.61,21.37,1
85.32,3,53.64,45.35,20.69,1
49.57,6,93.93,39.59,34.76,1
46.31,8,23.9,91.65,15.43,1
8.92,8,79.41,54.48,58.65,1
96.85,3,19.54,83.65,88.68,1
14.7,7,40.55,83.27,34.41,1
76.22,6,50.75,48.82,95.53,1
9.9,3,20.74,87.71,67.46,1
98.88,2,60.78,66.15,13.74,1
92.54,3,43.95,54.21,26.16,1
19.24,1,64.18,49.15,50.69,1
68.37,7,32.32,62.04,42.64,1
82.52,4,40.43,55.57,42.48,1
92.96,1,32.97,21.77,84.54,1
